name,website,address,city,state,phone,reviews,rating,logo,query:,email
Oaks Rehabilitative Services Center,#," 119 McKinley Ave, Eufaula, OK 74432",Eufaula, Oklahoma,(918) 689-3265,Not Available,Not Available,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Oklahoma,
"Kiamichi Council On Alcoholism And/Or Other Drug Abuse, Inc.",http://kiamichcouncil.com/," 104 NE Ave A, Idabel, OK 74745",Idabel, Oklahoma,(580) 286-3301,2,2.0,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Oklahoma,
Rightway Medical Services,http://www.drug-rehabs.org/treatment-category/Oklahoma/Roland/Outpatient-Drug-Rehab.htm," 117 W Ray Fine Blvd, Roland, OK 74954",Sequoyah County, Oklahoma,(918) 427-3344,15,3.9,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Oklahoma,
Beyond Meds Detox Center Oklahoma,https://drug-rehab-alcohol-detox-beyond-meds-oklahoma.business.site/?utm_source=gmb&utm_medium=referral," 103 E Main St, Duncan, OK 73533",Duncan, Oklahoma,(580) 268-8156,2,5.0,https://lh5.googleusercontent.com/-oYXIS-rdtAQ/AAAAAAAAAAI/AAAAAAAAAAA/1fv1DArCClM/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Oklahoma,
New Vision at Wagoner Community Hospital,https://www.specialcarecorp.com/locations/wagoner-oklahoma/," 1200 W Cherokee St, Wagoner, OK 74467",Wagoner, Oklahoma,(918) 490-8020,2,3.0,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Oklahoma,
Expressions Health Care Services,#," 701 W Maine St, Enid, OK 73701",Enid, Oklahoma,(580) 233-6070,1,5.0,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Oklahoma,
Arbuckle Life Solutions Inc,http://www.arbucklelifesolutions.com/," 9 10th Ave NW, Ardmore, OK 73401",Ardmore, Oklahoma,(580) 226-1656,2,4.5,//lh3.googleusercontent.com/a/AATXAJzsf698nyuquj4-UoWC3t-cjHstAWeXtyeJkiok=w32-h32-k-cc,drug rehab in Oklahoma,
Rolling Hills Hospital,https://www.rollinghillshospital.com/?utm_source=GMB&utm_medium=organic&utm_campaign=listing&utm_term=brand," 1000 Rolling Hills Ln, Ada, OK 74820",Ada, Oklahoma,(855) 968-0757,44,2.0,https://lh3.googleusercontent.com/-rk-yn92VPMA/AAAAAAAAAAI/AAAAAAAAAAA/nD5IB8vn_R0/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Oklahoma,
Bartlesville Rightway Medical,http://oktreatment.com/," 610 W Hensley Blvd, Bartlesville, OK 74003",Bartlesville, Oklahoma,(918) 337-6007,9,4.6,https://lh6.googleusercontent.com/-y9Z2c2u7s_0/AAAAAAAAAAI/AAAAAAAAAAA/brc73LIkcqY/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Oklahoma,
Mercy Rehabilitation Hospital Oklahoma City,http://www.mercy.net/practice/mercy-rehabilitation-hospital-oklahoma-city," 5401 W Memorial Rd, Oklahoma City, OK 73142",Oklahoma City, Oklahoma,(405) 384-5250,43,3.7,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Oklahoma,
Quapaw Counseling Services,https://www.quapawtribe.com/157/Quapaw-Counseling-Services-QCS," 58150 E 66 Rd, Miami, OK 74354",Ottawa County, Oklahoma,(918) 542-1786,4,4.0,https://lh3.googleusercontent.com/a-/AOh14GgHper45cckAogUKRdX1thZnr0KJqxLuaVDiZH0w4Y=s40-c-rp-ba3-br100,drug rehab in Oklahoma,
Bella Care Detox Center Oklahoma,https://drug-rehab-alcohol-detox-bella-care-oklahoma.business.site/?utm_source=gmb&utm_medium=referral," 106 S 2nd Ave, Madill, OK 73446",Madill, Oklahoma,(580) 265-8562,3,5.0,https://lh6.googleusercontent.com/-MCtb2Ez9sJs/AAAAAAAAAAI/AAAAAAAAAAA/0wKX8bIxVQs/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Oklahoma,
Basin Detox Systems,Not Available," 13985 CR 1556, Ada, OK 74820",Pontotoc County, Oklahoma,(800) 588-1070,Not Available,Not Available,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Oklahoma,
Green Country Adult & Teen Challenge,http://www.okteenchallenge.com/green-country," 1701 S Main St, Sapulpa, OK 74066",Sapulpa, Oklahoma,(918) 512-8110,31,4.6,https://lh3.googleusercontent.com/a/AATXAJwxCy6n1HM8vY62wF_xWMuHR8hCeJzEXVp256R2=s40-c-rp-br100,drug rehab in Oklahoma,
Inner Solutions at 12&12,#," 6333 E Skelly Dr, Tulsa, OK 74135",Tulsa, Oklahoma,(918) 728-3133,3,3.7,https://lh5.googleusercontent.com/-9U2jDfxotpg/AAAAAAAAAAI/AAAAAAAAAAA/jeOdXaHlRpI/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Oklahoma,
Alcohol Rehabilitation Center,#," 32300 S 625 Rd, Grove, OK 74344",Delaware County, Oklahoma,(918) 786-2930,Not Available,Not Available,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Oklahoma,
Tri-City Foundation,#," 115 SE 1st St, Moore, OK 73160",Moore, Oklahoma,(405) 793-8005,7,5.0,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Oklahoma,
Tulsa Rightway Medical,http://oktreatment.com/," 3445 S Sheridan Rd, Tulsa, OK 74145",Tulsa, Oklahoma,(918) 610-3366,74,4.2,https://lh3.googleusercontent.com/-9K7t7uEzsV0/AAAAAAAAAAI/AAAAAAAAAAA/cyBwW6VN_oo/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Oklahoma,
NAIC,#," 310 W Washington St e, Purcell, OK 73080",Purcell, Oklahoma,(405) 527-9562,Not Available,Not Available,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Oklahoma,
Alcohol Training & Education,http://www.okduischool.com/," 1101 N Harrison St c, Shawnee, OK 74801",Shawnee, Oklahoma,(405) 943-7483,Not Available,Not Available,https://lh3.googleusercontent.com/glsgmb/AJtb4XArTkoKr6XhUCWD84AmyioR23hXiZ7BubG1diPBI4RCeeI0m5fyenvmvECsL4R6eoYxLQdsL8bWZr9d2iKqzT35sg=w148-h100-p-no,drug rehab in Oklahoma,
The Salvation Army Adult Rehabilitation Center - Tulsa,https://satruck.org/," 601 N Main St, Tulsa, OK 74106",Tulsa, Oklahoma,(918) 583-6119,26,4.5,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Oklahoma,
Choctaw Nation of Oklahoma,http://www.cnhsa.com/," 13597 SE 202nd Rd, Talihina, OK 74571",Latimer County, Oklahoma,(918) 567-3255,2,5.0,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Oklahoma,
BreakThru Medical Withdrawal Management at Mercy Ardmore,https://www.facebook.com/BreakThruArdmore," 1011 14th Ave NW, Ardmore, OK 73401",Ardmore, Oklahoma,(580) 768-9795,1,5.0,https://lh4.googleusercontent.com/-ykh9zhqzp1A/AAAAAAAAAAI/AAAAAAAAAAA/5ki2XthbHms/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Oklahoma,
Oklahoma State University Medical Center -Rehab Care Center,http://www.rehabcare.com/," 744 W 9th St, Tulsa, OK 74127",Tulsa, Oklahoma,(918) 599-1000,Not Available,Not Available,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Oklahoma,
Chatwood Detox Advisors,https://chatwood-detox-advisors.business.site/?utm_source=gmb&utm_medium=referral," 1200 S Air Depot Blvd, #O, Midwest City, OK 73110",Midwest City, Oklahoma,(405) 673-1576,Not Available,Not Available,https://lh4.googleusercontent.com/-vkh9DJQPKFA/AAAAAAAAAAI/AAAAAAAAAAA/uyh-QsWASX8/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Oklahoma,
Inpatient Rehab Center,#," 1323 W 6th Ave, Stillwater, OK 74074",Stillwater, Oklahoma,(405) 742-5622,Not Available,Not Available,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Oklahoma,
Center for Therapeutic Interventions (CTI),http://www.ctioklahoma.org/," 7477 E 46th Pl, Tulsa, OK 74145",Tulsa, Oklahoma,(918) 384-0002,27,4.1,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Oklahoma,
Bellevue Health & Rehab Center,https://bellevueokc.com/," 6500 N Portland Ave, Oklahoma City, OK 73116",Oklahoma City, Oklahoma,(405) 767-6500,130,4.0,https://lh6.googleusercontent.com/-PEKWSHhJIQs/AAAAAAAAAAI/AAAAAAAAAAA/qYFIfpprGJc/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Oklahoma,
Valir Rehabilitation Hospital,http://www.valir.com/," 700 NW 7th St, Oklahoma City, OK 73102",Oklahoma City, Oklahoma,(405) 236-3131,93,4.1,https://lh3.googleusercontent.com/-exrR1Rz-xaU/AAAAAAAAAAI/AAAAAAAAAAA/QFVr_lCuq-g/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Oklahoma,
Restoring Lives Independent Living Facility,http://www.restoringlivestulsa.org/," 3314 W 61st St, Tulsa, OK 74132",Sapulpa, Oklahoma,(918) 445-2900,6,3.2,https://lh6.googleusercontent.com/-WGCxkBByoUQ/AAAAAAAAAAI/AAAAAAAAAAA/tCHyEyOS_bs/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Oklahoma,
Greenfield Detox Advisers,https://greenfield-detox-advisers.business.site/?utm_source=gmb&utm_medium=referral," 8931 S Yale Ave #E, Tulsa, OK 74137",Tulsa, Oklahoma,(918) 221-8071,1,4.0,https://lh4.googleusercontent.com/-M6G4s0qA3Iw/AAAAAAAAAAI/AAAAAAAAAAA/hTZ8g8KTlFM/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Oklahoma,
Narcotics Anonymous,#," 924 E Oklahoma Ave, Enid, OK 73701",Enid, Oklahoma,(517) 281-7712,Not Available,Not Available,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Oklahoma,
MGA Crisis Intervention,http://mariongatleyassociation.com/our-locations/oklahoma/intervention-drug-rehab-association-110-west-7th-street-tulsa-ok-74119/," 110 W 7th St #627, Tulsa, OK 74119",Tulsa, Oklahoma,(539) 202-2343,1,5.0,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Oklahoma,
RehabCare Outpatient Therapy - Oklahoma,#," 4301 NW 63rd St #304, Oklahoma City, OK 73116",Oklahoma City, Oklahoma,(405) 858-8737,Not Available,Not Available,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Oklahoma,
Twelve And Twelve,#," Tulsa, OK 74106",Tulsa, Oklahoma,Not Available,Not Available,Not Available,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Oklahoma,
Tulsa Boys' Home,http://www.tulsaboyshome.org/," 2727 S 137th W Ave, Sand Springs, OK 74063",Tulsa County, Oklahoma,(918) 245-0231,12,3.8,https://lh5.googleusercontent.com/-t23IfF7q9uw/AAAAAAAAAAI/AAAAAAAAAAA/G1GtNsXB2QE/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Oklahoma,
Crestview Recovery,https://www.crestviewrecovery.com/," 6025 SE Belmont St, Portland, OR 97215",Portland, Oregon,(866) 262-0531,47,4.4,https://lh3.googleusercontent.com/-MLIwW-kLwu8/AAAAAAAAAAI/AAAAAAAAAAA/hRudWQOkhn0/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Oregon,
Pacific Ridge: Residential Alcohol and Drug Treatment Center,https://www.alcoholismtreatment.com/?utm_source=GMB-Jefferson&utm_medium=organic&utm_campaign=SEO," 1587 Pacific Ridge Ln SE, Jefferson, OR 97352",Marion County, Oregon,(503) 506-0101,17,3.5,https://lh3.googleusercontent.com/-iheHeFICTl4/AAAAAAAAAAI/AAAAAAAAAAA/Ae2KrT70Wm4/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Oregon,
Fora Health,http://www.forahealth.org/," 10230 SE Cherry Blossom Dr, Portland, OR 97216",Portland, Oregon,(503) 535-1151,54,3.1,https://lh5.googleusercontent.com/-FvgavNiIz4A/AAAAAAAAAAI/AAAAAAAAAAA/7QR3AhUXavg/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Oregon,
Fora Health,http://www.forahealth.org/," 10230 SE Cherry Blossom Dr, Portland, OR 97216",Portland, Oregon,(503) 535-1151,54,3.1,https://lh5.googleusercontent.com/-FvgavNiIz4A/AAAAAAAAAAI/AAAAAAAAAAA/7QR3AhUXavg/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Oregon,
Tigard Recovery Center,http://www.codainc.org/," 10362 SW McDonald St, Portland, OR 97224",Tigard, Oregon,(503) 239-8400,9,3.3,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Oregon,
Awakenings by the Sea,https://www.awakeningsbythesea.com/," 1325 N Holladay Dr, Seaside, OR 97138",Seaside, Oregon,(503) 738-7700,81,4.3,https://lh5.googleusercontent.com/-dTCvwRgSlxY/AAAAAAAAAAI/AAAAAAAAAAA/856998M9PvI/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Oregon,
Northwest Treatment,https://nwtreatment.com/," 706 Main St, Oregon City, OR 97045",Oregon City, Oregon,(503) 655-1029,6,4.7,https://lh3.googleusercontent.com/-58s37c6qRxs/AAAAAAAAAAI/AAAAAAAAAAA/n-9Usb_EZ8I/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Oregon,
NARA Residential Treatment Center,http://www.naranorthwest.org/," 17645 NW St Helens Rd, Portland, OR 97231",Multnomah County, Oregon,(503) 621-1069,25,4.4,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Oregon,
Milestones Family Recovery,http://www.milestonesrecovery.com/," 306 SW 8th St, Corvallis, OR 97333",Corvallis, Oregon,(541) 753-2230,10,3.0,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Oregon,
Sunstone Recovery,http://www.sunstonerecovery.com/," 625 NW Colorado Ave, Bend, OR 97703",Bend, Oregon,(855) 833-9199,2,5.0,https://lh6.googleusercontent.com/-rGeaIUFkFRg/AAAAAAAAAAI/AAAAAAAAAAA/ffyCrgl3s58/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Oregon,
Tree House Recovery PDX,http://treehouserecoverypdx.com/," 4713 N Albina Ave UNIT 301, Portland, OR 97217",Portland, Oregon,(503) 850-2474,10,5.0,https://lh4.googleusercontent.com/-EylHTClTXUw/AAAAAAAAAAI/AAAAAAAAAAA/meeuUxNIRss/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Oregon,
Oregon Recovery Behavioral Health,https://oregonrecovery.com/," 1184 Mcgee Ct NE, Keizer, OR 97303",Keizer, Oregon,(503) 304-4358,20,4.4,https://lh4.googleusercontent.com/-w_1tBIMPjLk/AAAAAAAAAAI/AAAAAAAAAAA/XLbGenk0bTs/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Oregon,
Serenity Lane Residential Treatment,http://www.serenitylane.org/," 1 Serenity Lane, 91150 Coburg Industrial Way, Coburg, OR 97408",Coburg, Oregon,(541) 687-1110,23,3.2,https://lh3.googleusercontent.com/a-/AOh14GjEv95712OyDq-T8giiRBHGaQelGWfBghi8bNvvKA=s40-c-rp-br100,drug rehab in Oregon,
"Addictions Recovery Center, Inc.",http://www.addictionsrecovery.org/," 1025 E Main St, Medford, OR 97504",Medford, Oregon,(541) 779-1282,42,3.6,https://lh3.googleusercontent.com/-2_X1ZDv2PLY/AAAAAAAAAAI/AAAAAAAAAAA/Sxk6_f64H-o/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Oregon,
Eastern Oregon Alcoholism,http://www.eoaf.org/," 216 SW Hailey Ave, Pendleton, OR 97801",Pendleton, Oregon,(541) 276-3518,7,3.6,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Oregon,
Recovery Blvd Treatment Center,https://www.recoveryblvd.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb," 1206 SE 11th Ave, Portland, OR 97214",Portland, Oregon,(503) 897-1916,63,4.6,https://lh6.googleusercontent.com/-Wrx4_uwJJpc/AAAAAAAAAAI/AAAAAAAAAAA/OV8xscQHemM/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Oregon,
Serenity Lane Salem,https://serenitylane.org/location/salem-or/," 960 Liberty St SE, Salem, OR 97302",Salem, Oregon,(503) 588-2804,2,4.5,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Oregon,
Rogue Valley Addictions Recovery,#," 111 Genessee St, Medford, OR 97504",Medford, Oregon,(541) 779-1349,2,3.0,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Oregon,
Hazelden Betty Ford Foundation,https://www.hazeldenbettyford.org/locations/beaverton?utm_source=google&utm_medium=organic&utm_content=bvor&utm_campaign=gmb," 6600 SW 105th Ave #120, Beaverton, OR 97008",Beaverton, Oregon,(866) 210-1301,8,3.9,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Oregon,
Adapt,http://www.adaptoregon.org/," 356 NE Beacon Dr, Grants Pass, OR 97526",Grants Pass, Oregon,(541) 474-1033,5,4.8,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Oregon,
Rogue Valley Fresh Start Detox,http://addictionsrecovery.org/," 338 N Front St, Medford, OR 97501",Medford, Oregon,(541) 779-1282,12,4.3,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Oregon,
Hooper Detox Stabilization Center,http://www.centralcityconcern.org/services/health-recovery/hooper-detoxification-center/," 1535 N Williams Ave, Portland, OR 97232",Portland, Oregon,(503) 238-2067,47,4.2,https://lh3.googleusercontent.com/a-/AOh14GivagVcthKTJ4YedJxX4OE1DO3HZBBp998tsUhpXGA=s40-c-rp-ba4-br100,drug rehab in Oregon,
Power House Detox,https://power-house-detox.business.site/?m=true," 3955 OR-18, Otis, OR 97368",Rose Lodge, Oregon,(541) 614-4437,21,4.3,https://lh4.googleusercontent.com/-LAJoZuI8w58/AAAAAAAAAAI/AAAAAAAAAAA/ihFCJ1S026c/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Oregon,
Buckley Detoxification Center,https://wfts.org/medical-detox.htm," 605 W 4th Ave, Eugene, OR 97402",Eugene, Oregon,(541) 762-4575,34,3.6,//lh3.googleusercontent.com/a-/AOh14Gi92oK0OpLmTKQb-kVyvQGOU0ajCc3Wwr23zNy5Hw=w32-h32-k-cc,drug rehab in Oregon,
ADAPT,http://www.adaptoregon.org/," 3099 NE Diamond Lake Blvd, Roseburg, OR 97470",Roseburg, Oregon,(541) 673-3469,10,3.7,https://lh3.googleusercontent.com/a-/AOh14Gh7nKqBXV5upiGkBDAoaCgfhShoGIud7WKckDTz1Q=s40-c-rp-br100,drug rehab in Oregon,
A Better Today Recovery Services,https://abtrs.com/portland-or," 1122 NE 122nd Ave a102, Portland, OR 97230",Portland, Oregon,(503) 406-4434,7,4.3,https://lh3.googleusercontent.com/p/AF1QipMOL3gQtYN8pMB5cxIjBUfftTN5cGBOvfsFm6JL=h305-no,drug rehab in Oregon,
Samaritan Treatment & Recovery Services - Outpatient,https://www.samhealth.org/find-a-location/s/samaritan-treatment-recovery-services-outpatient?utm_source=BrightLocal&utm_medium=LN&utm_campaign=001," 111 N Main St Suite A, Lebanon, OR 97355",Lebanon, Oregon,(541) 451-6388,2,5.0,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Oregon,
Eastern Oregon Detox Center,https://www.eoaf.org/," 4708 N W Pioneer Pl, Pendleton, OR 97801",Pendleton, Oregon,(541) 278-2558,5,4.0,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Oregon,
Providence Outpatient Chemical Dependency,http://oregon.providence.org/our-services/p/providence-substance-abuse-treatment/," 9450 SW Barnes Rd #200, Portland, OR 97225",West Haven-Sylvan, Oregon,(503) 574-9200,Not Available,Not Available,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Oregon,
Bridgeway Recovery Services,http://www.bridgewayrecovery.com/," 3325 Harold Dr NE, Salem, OR 97305",Salem, Oregon,(503) 363-2021,39,3.5,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Oregon,
Center for Addiction and Counseling Services,#," 460 Lancaster Dr NE, Salem, OR 97301",Four Corners, Oregon,(503) 584-1906,7,4.4,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Oregon,
Northwest Treatment - King Road,http://www.nwtreatment.com/," 6523 SE King Rd, Portland, OR 97222",Southgate CPO, Oregon,(503) 655-1029,1,5.0,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Oregon,
Amazing Treatment,#," 525 Ferry St SE #203, Salem, OR 97301",Salem, Oregon,(503) 363-6103,17,3.4,https://lh4.googleusercontent.com/-bQvOOPvb1Zs/AAAAAAAAAAI/AAAAAAAAAAA/M9gYa1YJtTE/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Oregon,
Serenity Lane Bend Outpatient Treatment,https://serenitylane.org/treatment-programs/outpatient-treatment/," 920 SW Emkay Dr Suite #104, Bend, OR 97702",Bend, Oregon,(541) 383-0844,4,2.5,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Oregon,
Hazelden Betty Ford Foundation,https://www.hazeldenbettyford.org/locations/newberg?utm_source=google&utm_medium=organic&utm_content=nbor&utm_campaign=gmb," 1901 N Esther St, Newberg, OR 97132",Newberg, Oregon,(855) 512-3909,45,3.4,https://lh3.googleusercontent.com/a/AATXAJxhhHHNR2c3QYONwqvrTTmKHXa-Txo0g0XFzNY=s40-c-rp-br100,drug rehab in Oregon,
Pacific Ridge: Residential Alcohol and Drug Treatment Center,https://www.alcoholismtreatment.com/?utm_source=GMB-Salem&utm_medium=organic&utm_campaign=SEO," 1235 Woodrow St NE, Salem, OR 97301",Salem, Oregon,(503) 506-0101,1,5.0,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Oregon,
Springfield Treatment Center,http://springfieldrecovery.com/," 1485 Market St, Springfield, OR 97477",Springfield, Oregon,(541) 653-8284,23,4.0,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Oregon,
CODA Treatment Recovery,http://codainc.org/," 1027 E Burnside St, Portland, OR 97214",Portland, Oregon,(503) 239-8400,53,3.9,https://lh3.googleusercontent.com/a-/AOh14Ggisf55L4OQHTx-uSlfZrh_EIGitJpDxhgL4TQS-Q=s40-c-rp-ba3-br100,drug rehab in Oregon,
Better Services Rehab Program,http://betterrehabprogram.com/," 3760 Market St NE #506, Salem, OR 97301",Salem, Oregon,(503) 689-8362,4,4.0,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Oregon,
"Linn County Alcohol, Other Drug and Problem Gambling Prevention and Treatment",#," 1600 S Main St, Lebanon, OR 97355",Lebanon, Oregon,(541) 451-5932,4,3.0,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Oregon,
Recovery Works NW,http://www.recoveryworksnw.com/," 12540 SW Main St #202, Tigard, OR 97223",Tigard, Oregon,(503) 906-9995,32,4.8,https://lh5.googleusercontent.com/-FmgpXfynMOc/AAAAAAAAAAI/AAAAAAAAAAA/MxZxItULzyw/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Oregon,
Serenity Lane Portland West Outpatient Office,https://serenitylane.org/location/portland-south-west/?utm_campaign=gmb," 10920 SW Barbur Blvd, Portland, OR 97219",Portland, Oregon,(503) 676-5482,1,1.0,https://lh3.googleusercontent.com/p/AF1QipOZ4_IwHSLf_yLlwwC97FHqmHfZvpr6jxQwUY8_=h305-no,drug rehab in Oregon,
Clear Paths Inc,http://c-paths.com/," 171 SW Court St, Dallas, OR 97338",Dallas, Oregon,(503) 831-1423,1,5.0,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Oregon,
Virtue At The Pointe Recovery Center,https://www.virtueatthepointe.com/?utm_source=google&utm_medium=organic&utm_campaign=google+my+business," 263 W Exchange St, Astoria, OR 97103",Astoria, Oregon,(503) 461-7551,15,3.7,https://lh5.googleusercontent.com/-AZMFibFRzpo/AAAAAAAAAAI/AAAAAAAAAAA/WZ2n1ILe93s/s44-p-k-no-ns-nd/photo.jpg,drug rehab in Oregon,
Tigard Recovery Help Center,#," 11945 Pacific Hwy W, Portland, OR 97223",Tigard, Oregon,(877) 740-3618,11,4.4,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Oregon,
Bestcare Treatment,http://www.bestcaretreatment.org/," 340 NW 5th St #202, Redmond, OR 97756",Redmond, Oregon,(541) 504-2218,3,5.0,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Oregon,
A Alcohol Abuse & Drug Abuse,Not Available," Oregon City, OR 97045",Oregon City, Oregon,(503) 742-4088,Not Available,Not Available,//www.gstatic.com/ui/v1/activityindicator/loading_24.gif,drug rehab in Oregon,
